method,n_queries,n_candidate_rows_before,n_candidate_rows_after,candidate_reduction_pct,true_retention_pct,top1_before_pct,top1_after_pct,top5_before_pct,top5_after_pct,top10_before_pct,top10_after_pct,mean_true_abs_rt_delta,median_true_abs_rt_delta,max_true_abs_rt_delta,threshold_sec,guard_k,tau,alpha
rank_guard_filter_th40.0_g10,85,5044,2631,47.83901665344964,96.47058823529412,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,40.0,10.0,,
rank_guard_filter_th50.0_g1,85,5044,2695,46.570182394924664,96.47058823529412,47.05882352941176,47.05882352941176,70.58823529411765,76.47058823529412,82.35294117647058,88.23529411764706,24.374200164924197,18.39898313476561,92.57754225585938,50.0,1.0,,
rank_guard_filter_th50.0_g2,85,5044,2712,46.233148295003964,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,76.47058823529412,82.35294117647058,89.41176470588236,24.374200164924197,18.39898313476561,92.57754225585938,50.0,2.0,,
rank_guard_filter_th50.0_g3,85,5044,2745,45.57890563045202,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,89.41176470588236,24.374200164924197,18.39898313476561,92.57754225585938,50.0,3.0,,
rank_guard_filter_th50.0_g5,85,5044,2811,44.27042030134814,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,89.41176470588236,24.374200164924197,18.39898313476561,92.57754225585938,50.0,5.0,,
rank_guard_filter_th50.0_g10,85,5044,2994,40.64234734337827,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,50.0,10.0,,
rank_guard_filter_th60.0_g1,85,5044,3008,40.36478984932593,96.47058823529412,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,60.0,1.0,,
rank_guard_filter_th60.0_g2,85,5044,3021,40.10705789056305,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,76.47058823529412,82.35294117647058,88.23529411764706,24.374200164924197,18.39898313476561,92.57754225585938,60.0,2.0,,
rank_guard_filter_th60.0_g3,85,5044,3051,39.51229183187946,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,88.23529411764706,24.374200164924197,18.39898313476561,92.57754225585938,60.0,3.0,,
rank_guard_filter_th60.0_g5,85,5044,3107,38.402061855670105,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,88.23529411764706,24.374200164924197,18.39898313476561,92.57754225585938,60.0,5.0,,
rank_guard_filter_th60.0_g10,85,5044,3257,35.42823156225218,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,60.0,10.0,,
rank_guard_filter_th70.0_g1,85,5044,3263,35.30927835051546,97.6470588235294,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,70.0,1.0,,
rank_guard_filter_th70.0_g2,85,5044,3276,35.05154639175258,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,76.47058823529412,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,70.0,2.0,,
rank_guard_filter_th70.0_g3,85,5044,3304,34.4964314036479,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,70.0,3.0,,
rank_guard_filter_th70.0_g5,85,5044,3353,33.52498017446471,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,70.0,5.0,,
rank_guard_filter_th70.0_g10,85,5044,3478,31.04678826328311,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,70.0,10.0,,
rank_guard_filter_th76.98_g1,85,5044,3451,31.582077716098336,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,76.98,1.0,,
rank_guard_filter_th76.98_g2,85,5044,3462,31.363996827914352,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,76.98,2.0,,
rank_guard_filter_th76.98_g3,85,5044,3488,30.84853291038858,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,76.98,3.0,,
rank_guard_filter_th76.98_g5,85,5044,3532,29.976209357652657,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,76.98,5.0,,
rank_guard_filter_th76.98_g10,85,5044,3646,27.716098334655037,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,76.98,10.0,,
rank_guard_filter_th80.0_g1,85,5044,3505,30.511498810467884,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,80.0,1.0,,
rank_guard_filter_th80.0_g2,85,5044,3516,30.2934179222839,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,80.0,2.0,,
rank_guard_filter_th80.0_g3,85,5044,3541,29.797779540047582,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,80.0,3.0,,
rank_guard_filter_th80.0_g5,85,5044,3583,28.965107057890563,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,80.0,5.0,,
rank_guard_filter_th80.0_g10,85,5044,3692,26.804123711340207,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,80.0,10.0,,
rank_guard_filter_th90.0_g1,85,5044,3687,26.90325138778747,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,90.0,1.0,,
rank_guard_filter_th90.0_g2,85,5044,3696,26.724821570182396,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,90.0,2.0,,
rank_guard_filter_th90.0_g3,85,5044,3716,26.328310864393337,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,90.0,3.0,,
rank_guard_filter_th90.0_g5,85,5044,3756,25.535289452815228,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,90.0,5.0,,
rank_guard_filter_th90.0_g10,85,5044,3854,23.59238699444885,98.82352941176471,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,90.0,10.0,,
rank_guard_filter_th100.0_g1,85,5044,3839,23.889770023790643,100.0,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,100.0,1.0,,
rank_guard_filter_th100.0_g2,85,5044,3847,23.73116574147502,100.0,47.05882352941176,47.05882352941176,70.58823529411765,75.29411764705883,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,100.0,2.0,,
rank_guard_filter_th100.0_g3,85,5044,3864,23.39413164155432,100.0,47.05882352941176,47.05882352941176,70.58823529411765,74.11764705882354,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,100.0,3.0,,
rank_guard_filter_th100.0_g5,85,5044,3897,22.73988897700238,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,100.0,5.0,,
rank_guard_filter_th100.0_g10,85,5044,3984,21.015067406819984,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,100.0,10.0,,
rank_guard_filter_th120.0_g1,85,5044,4137,17.981760507533703,100.0,47.05882352941176,47.05882352941176,70.58823529411765,72.94117647058823,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,120.0,1.0,,
rank_guard_filter_th120.0_g2,85,5044,4143,17.862807295796987,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,120.0,2.0,,
rank_guard_filter_th120.0_g3,85,5044,4158,17.565424266455196,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,120.0,3.0,,
rank_guard_filter_th120.0_g5,85,5044,4185,17.030134813639968,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,83.52941176470588,24.374200164924197,18.39898313476561,92.57754225585938,120.0,5.0,,
rank_guard_filter_th120.0_g10,85,5044,4254,15.662172878667723,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,120.0,10.0,,
rank_guard_filter_th150.0_g1,85,5044,4452,11.736716891356066,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,150.0,1.0,,
rank_guard_filter_th150.0_g2,85,5044,4456,11.657414750198255,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,150.0,2.0,,
rank_guard_filter_th150.0_g3,85,5044,4466,11.459159397303727,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,150.0,3.0,,
rank_guard_filter_th150.0_g5,85,5044,4481,11.161776367961934,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,150.0,5.0,,
rank_guard_filter_th150.0_g10,85,5044,4525,10.289452815226012,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,150.0,10.0,,
rank_guard_filter_th180.0_g1,85,5044,4633,8.148295003965107,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,180.0,1.0,,
rank_guard_filter_th180.0_g2,85,5044,4635,8.108643933386201,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,180.0,2.0,,
rank_guard_filter_th180.0_g3,85,5044,4642,7.969865186360032,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,180.0,3.0,,
rank_guard_filter_th180.0_g5,85,5044,4651,7.791435368754956,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,180.0,5.0,,
rank_guard_filter_th180.0_g10,85,5044,4683,7.157018239492467,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,180.0,10.0,,
rank_guard_filter_th220.0_g1,85,5044,4789,5.055511498810468,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,220.0,1.0,,
rank_guard_filter_th220.0_g2,85,5044,4791,5.015860428231562,100.0,47.05882352941176,47.05882352941176,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,220.0,2.0,,
rank_guard_filter_th220.0_g3,85,5044,4797,4.896907216494846,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,220.0,3.0,,
rank_guard_filter_th220.0_g5,85,5044,4802,4.797779540047581,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,220.0,5.0,,
rank_guard_filter_th220.0_g10,85,5044,4822,4.401268834258525,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,220.0,10.0,,
rank_guard_filter_th260.0_g1,85,5044,4883,3.1919111816019035,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,260.0,1.0,,
rank_guard_filter_th260.0_g2,85,5044,4885,3.1522601110229975,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,260.0,2.0,,
rank_guard_filter_th260.0_g3,85,5044,4889,3.0729579698651865,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,260.0,3.0,,
rank_guard_filter_th260.0_g5,85,5044,4893,2.993655828707375,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,260.0,5.0,,
rank_guard_filter_th260.0_g10,85,5044,4908,2.696272799365583,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,260.0,10.0,,
rank_guard_filter_th300.0_g1,85,5044,4940,2.0618556701030926,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,300.0,1.0,,
rank_guard_filter_th300.0_g2,85,5044,4942,2.022204599524187,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,300.0,2.0,,
rank_guard_filter_th300.0_g3,85,5044,4945,1.9627279936558286,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,300.0,3.0,,
rank_guard_filter_th300.0_g5,85,5044,4949,1.8834258524980174,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,300.0,5.0,,
rank_guard_filter_th300.0_g10,85,5044,4962,1.6256938937351308,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,300.0,10.0,,
soft_rerank_tau25.66_alpha0.05,85,5044,5044,0.0,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,0.05
soft_rerank_tau25.66_alpha0.1,85,5044,5044,0.0,100.0,47.05882352941176,48.23529411764706,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,0.1
soft_rerank_tau25.66_alpha0.25,85,5044,5044,0.0,100.0,47.05882352941176,50.588235294117645,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,0.25
soft_rerank_tau25.66_alpha0.5,85,5044,5044,0.0,100.0,47.05882352941176,52.94117647058824,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,0.5
soft_rerank_tau25.66_alpha0.75,85,5044,5044,0.0,100.0,47.05882352941176,54.11764705882353,70.58823529411765,72.94117647058823,82.35294117647058,83.52941176470588,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,0.75
soft_rerank_tau25.66_alpha1.0,85,5044,5044,0.0,100.0,47.05882352941176,50.588235294117645,70.58823529411765,75.29411764705883,82.35294117647058,83.52941176470588,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,1.0
soft_rerank_tau25.66_alpha1.5,85,5044,5044,0.0,100.0,47.05882352941176,55.294117647058826,70.58823529411765,75.29411764705883,82.35294117647058,83.52941176470588,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,1.5
soft_rerank_tau25.66_alpha2.0,85,5044,5044,0.0,100.0,47.05882352941176,54.11764705882353,70.58823529411765,75.29411764705883,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,2.0
soft_rerank_tau25.66_alpha3.0,85,5044,5044,0.0,100.0,47.05882352941176,43.529411764705884,70.58823529411765,75.29411764705883,82.35294117647058,85.88235294117646,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,3.0
soft_rerank_tau25.66_alpha4.0,85,5044,5044,0.0,100.0,47.05882352941176,41.17647058823529,70.58823529411765,74.11764705882354,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,4.0
soft_rerank_tau25.66_alpha6.0,85,5044,5044,0.0,100.0,47.05882352941176,36.470588235294116,70.58823529411765,75.29411764705883,82.35294117647058,88.23529411764706,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,6.0
soft_rerank_tau25.66_alpha8.0,85,5044,5044,0.0,100.0,47.05882352941176,32.94117647058823,70.58823529411765,74.11764705882354,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,,,25.66,8.0
soft_rerank_tau40.0_alpha0.05,85,5044,5044,0.0,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,0.05
soft_rerank_tau40.0_alpha0.1,85,5044,5044,0.0,100.0,47.05882352941176,47.05882352941176,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,0.1
soft_rerank_tau40.0_alpha0.25,85,5044,5044,0.0,100.0,47.05882352941176,48.23529411764706,70.58823529411765,70.58823529411765,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,0.25
soft_rerank_tau40.0_alpha0.5,85,5044,5044,0.0,100.0,47.05882352941176,50.588235294117645,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,0.5
soft_rerank_tau40.0_alpha0.75,85,5044,5044,0.0,100.0,47.05882352941176,52.94117647058824,70.58823529411765,71.76470588235294,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,0.75
soft_rerank_tau40.0_alpha1.0,85,5044,5044,0.0,100.0,47.05882352941176,54.11764705882353,70.58823529411765,72.94117647058823,82.35294117647058,82.35294117647058,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,1.0
soft_rerank_tau40.0_alpha1.5,85,5044,5044,0.0,100.0,47.05882352941176,50.588235294117645,70.58823529411765,75.29411764705883,82.35294117647058,83.52941176470588,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,1.5
soft_rerank_tau40.0_alpha2.0,85,5044,5044,0.0,100.0,47.05882352941176,51.76470588235295,70.58823529411765,75.29411764705883,82.35294117647058,83.52941176470588,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,2.0
soft_rerank_tau40.0_alpha3.0,85,5044,5044,0.0,100.0,47.05882352941176,54.11764705882353,70.58823529411765,75.29411764705883,82.35294117647058,84.70588235294117,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,3.0
soft_rerank_tau40.0_alpha4.0,85,5044,5044,0.0,100.0,47.05882352941176,48.23529411764706,70.58823529411765,75.29411764705883,82.35294117647058,87.05882352941177,24.374200164924197,18.39898313476561,92.57754225585938,,,40.0,4.0
